Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Care Instructions (product.metafields.custom.care_instructions),Materials (product.metafields.custom.materials),Shipping & Returns (product.metafields.custom.shipping_returns),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / International,Price / International,Compare At Price / International,Status
lounge-blouse-sahara,,,,,,,,,4-5Y,,,100% Organic Egyptian Cotton,,,,,,0.0,shopify,0,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1900992.jpg?v=1658696163,3,"Kids lounge top in sahara organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890630.jpg?v=1658501920,kg,,111.62,,,,
lounge-blouse-sahara,,,,,,,,,5-6Y,,,100% Organic Egyptian Cotton,,,,,,0.0,shopify,0,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890633.jpg?v=1658696163,4,"Kids lounge top in sahara organic Egyptian cotton, lifestyle view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890630.jpg?v=1658501920,kg,,111.62,,,,
lounge-blouse-sahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890634.jpg?v=1658696163,5,"Kids lounge top in sahara organic Egyptian cotton, flat lay view",,,,,,,,,,,,,,,,,,,,,,,,,,
lounge-blouse-dusky-blue,"Kids Lounge Top — Organic Egyptian Cotton, Dusky Blue","<p>Cosy, relaxed and made for everyday comfort.</p>

<p>This lounge top is crafted from 100% organic Egyptian cotton in a soft crew neck sweatshirt style. Fold-over cuffs at the wrists add a practical finishing touch, and the relaxed fit allows complete freedom of movement for play, lounging and everything in between.</p>

<p>The extra-long staple Egyptian cotton fibres create a smooth, durable fabric that keeps its shape wash after wash while becoming softer over time. Naturally breathable and temperature regulating — warm enough for cooler days without overheating.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Crew neck sweatshirt style</li>
<li>Fold-over cuffs at wrists</li>
<li>Relaxed fit for comfort and movement</li>
<li>Naturally breathable and durable</li>
<li>GOTS certified organic</li>
</ul>

<p>In our calming Dusky Blue. Pairs perfectly with our Lounge Trousers for a complete set.</p>",Caico Cotton,Uncategorized,"","blouse, children, kids, organic egyptian cotton, Toddler",true,Size,2-3Y,,Material,100% Organic Egyptian Cotton,,,,,,0.0,shopify,0,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890622.jpg?v=1658501713,1,"Kids lounge top in dusky blue organic Egyptian cotton, front view",false,Kids Lounge Top Dusky Blue — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton kids lounge top in Dusky Blue. Relaxed fit. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890622.jpg?v=1658501713,kg,,111.62,true,,,unlisted
lounge-blouse-dusky-blue,,,,,,,,,3-4Y,,,100% Organic Egyptian Cotton,,,,,,0.0,shopify,0,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1900240.jpg?v=1658693947,2,"Kids lounge top in dusky blue organic Egyptian cotton, back view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890622.jpg?v=1658501713,kg,,111.62,,,,
lounge-blouse-dusky-blue,,,,,,,,,4-5Y,,,100% Organic Egyptian Cotton,,,,,,0.0,shopify,0,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1900460.jpg?v=1658694071,3,"Kids lounge top in dusky blue organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890622.jpg?v=1658501713,kg,,111.62,,,,
lounge-blouse-dusky-blue,,,,,,,,,5-6Y,,,100% Organic Egyptian Cotton,,,,,,0.0,shopify,0,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890624.jpg?v=1658694071,4,"Kids lounge top in dusky blue organic Egyptian cotton, lifestyle view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890622.jpg?v=1658501713,kg,,111.62,,,,
lounge-blouse-dusky-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890625.jpg?v=1658694071,5,"Kids lounge top in dusky blue organic Egyptian cotton, flat lay view",,,,,,,,,,,,,,,,,,,,,,,,,,
lounge-blouse-dusty-blush,"Kids Lounge Top — Organic Egyptian Cotton, Dusty Blush","<p>Cosy, relaxed and made for everyday comfort.</p>

<p>This lounge top is crafted from 100% organic Egyptian cotton in a soft crew neck sweatshirt style. Fold-over cuffs at the wrists add a practical finishing touch, and the relaxed fit allows complete freedom of movement for play, lounging and everything in between.</p>

<p>The extra-long staple Egyptian cotton fibres create a smooth, durable fabric that keeps its shape wash after wash while becoming softer over time. Naturally breathable and temperature regulating — warm enough for cooler days without overheating.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Crew neck sweatshirt style</li>
<li>Fold-over cuffs at wrists</li>
<li>Relaxed fit for comfort and movement</li>
<li>Naturally breathable and durable</li>
<li>GOTS certified organic</li>
</ul>

<p>In our gentle Dusty Blush. Pairs perfectly with our Lounge Trousers for a complete set.</p>",Caico Cotton,Uncategorized,"","blouse, children, kids, organic egyptian cotton, Toddler",true,Size,2-3Y,,Material,100% Organic Egyptian Cotton,,,,,TLB-BLUSH-2-3Y,0.0,shopify,1,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890491.jpg?v=1658501517,1,"Kids lounge top in dusty blush organic Egyptian cotton, front view",false,Kids Lounge Top Dusty Blush — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton kids lounge top in Dusty Blush. Relaxed fit. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890491.jpg?v=1658501517,kg,,111.62,true,,,active
lounge-blouse-dusty-blush,,,,,,,,,3-4Y,,,100% Organic Egyptian Cotton,,,,,TLB-BLUSH-3-4Y,0.0,shopify,2,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890994.jpg?v=1658701612,2,"Kids lounge top in dusty blush organic Egyptian cotton, back view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890491.jpg?v=1658501517,kg,,111.62,,,,
lounge-blouse-dusty-blush,,,,,,,,,4-5Y,,,100% Organic Egyptian Cotton,,,,,TLB-BLUSH-4-5Y,0.0,shopify,22,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1900447_2631bfe6-db49-4125-b9d0-3f2b53912990.jpg?v=1658693095,3,"Kids lounge top in dusty blush organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890491.jpg?v=1658501517,kg,,111.62,,,,
lounge-blouse-dusty-blush,,,,,,,,,5-6Y,,,100% Organic Egyptian Cotton,,,,,TLB-BLUSH-5-6Y,0.0,shopify,1,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890347.jpg?v=1658693095,4,"Kids lounge top in dusty blush organic Egyptian cotton, lifestyle view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890491.jpg?v=1658501517,kg,,111.62,,,,
lounge-blouse-dusty-blush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890356.jpg?v=1658693095,5,"Kids lounge top in dusty blush organic Egyptian cotton, flat lay view",,,,,,,,,,,,,,,,,,,,,,,,,,
newborn-baby-bodysuit-wrapover-dusky-blue,"Newborn Crossover Bodysuit — Organic Egyptian Cotton, Dusky Blue","<p>Welcome your baby to the world in the world's softest fabric.</p>

<p>The Caico Newborn Crossover Bodysuit is crafted from 100% organic Egyptian cotton, designed for the earliest days when comfort, softness and ease matter most. The kimono-style wrap front allows the bodysuit to be gently placed around your baby — no pulling over tiny heads.</p>

<p>Secured with a soft side tie fastening, it can be easily adjusted for a comfortable fit, making dressing and changing simpler during those precious first weeks. Practical poppers at the crotch allow for quick nappy changes without fully undressing your baby. Fold-over mitten cuffs keep little hands warm and protected.</p>

<p>The breathable, lightweight Egyptian cotton helps regulate your baby's temperature while remaining exceptionally soft against delicate skin. Extra-long staple fibres ensure lasting softness that improves with every wash.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Kimono-style crossover — no pulling over head</li>
<li>Soft side tie fastening for easy dressing</li>
<li>Crotch poppers for quick nappy changes</li>
<li>Fold-over mitten cuffs</li>
<li>Lightweight and breathable</li>
<li>Gentle on sensitive newborn skin</li>
<li>GOTS certified organic</li>
</ul>

<p>In our calming Dusky Blue. Perfect for hospital bags, first days at home and thoughtful newborn gifts.</p>",Caico Cotton,Uncategorized,"","bodysuit, newborn, Newborn Essentials, organic egyptian cotton, wrap",true,Size,NB,,Material,100% Organic Egyptian Cotton,,,,,,0.0,shopify,12,deny,manual,19.00,,true,true,,,,,BBW-BLUE-NB,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890325.jpg?v=1658500875,1,"Newborn crossover bodysuit in dusky blue organic Egyptian cotton, front view",false,Newborn Crossover Bodysuit Dusky Blue — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton newborn crossover bodysuit in Dusky Blue. Kimono-style wrap, fold-over mittens. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890325.jpg?v=1658500875,kg,,111.28,true,,,active
newborn-baby-bodysuit-wrapover-dusky-blue,,,,,,,,,1-3M,,,100% Organic Egyptian Cotton,,,,,,0.0,shopify,17,deny,manual,19.00,,true,true,,,,,BBW-BLUE-1-3M,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890326.jpg?v=1658701876,2,"Newborn crossover bodysuit in dusky blue organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890325.jpg?v=1658500875,kg,,111.28,,,,
newborn-baby-bodysuit-wrapover-dusky-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890327.jpg?v=1658701876,3,"Newborn crossover bodysuit in dusky blue organic Egyptian cotton, lifestyle view",,,,,,,,,,,,,,,,,,,,,,,,,,
newborn-baby-bodysuit-wrapover-dusky-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890331.jpg?v=1658701876,4,"Newborn crossover bodysuit in dusky blue organic Egyptian cotton, flat lay view",,,,,,,,,,,,,,,,,,,,,,,,,,
newborn-baby-bodysuit-wrapover-dusty-blush,"Newborn Crossover Bodysuit — Organic Egyptian Cotton, Dusty Blush","<p>Welcome your baby to the world in the world's softest fabric.</p>

<p>The Caico Newborn Crossover Bodysuit is crafted from 100% organic Egyptian cotton, designed for the earliest days when comfort, softness and ease matter most. The kimono-style wrap front allows the bodysuit to be gently placed around your baby — no pulling over tiny heads.</p>

<p>Secured with a soft side tie fastening, it can be easily adjusted for a comfortable fit, making dressing and changing simpler during those precious first weeks. Practical poppers at the crotch allow for quick nappy changes without fully undressing your baby. Fold-over mitten cuffs keep little hands warm and protected.</p>

<p>The breathable, lightweight Egyptian cotton helps regulate your baby's temperature while remaining exceptionally soft against delicate skin. Extra-long staple fibres ensure lasting softness that improves with every wash.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Kimono-style crossover — no pulling over head</li>
<li>Soft side tie fastening for easy dressing</li>
<li>Crotch poppers for quick nappy changes</li>
<li>Fold-over mitten cuffs</li>
<li>Lightweight and breathable</li>
<li>Gentle on sensitive newborn skin</li>
<li>GOTS certified organic</li>
</ul>

<p>In our gentle Dusty Blush. Perfect for hospital bags, first days at home and thoughtful newborn gifts.</p>",Caico Cotton,Uncategorized,"","bodysuit, newborn, Newborn Essentials, organic egyptian cotton, wrap",true,Size,NB,,Material,100% Organic Egyptian Cotton,,,,,,0.0,shopify,21,deny,manual,19.00,,true,true,,,,,BBW-BLUSH-NB,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890269.jpg?v=1658500618,1,"Newborn crossover bodysuit in dusty blush organic Egyptian cotton, front view",false,Newborn Crossover Bodysuit Dusty Blush — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton newborn crossover bodysuit in Dusty Blush. Kimono-style wrap, fold-over mittens. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890269.jpg?v=1658500618,kg,,111.28,true,,,active
newborn-baby-bodysuit-wrapover-dusty-blush,,,,,,,,,1-3M,,,100% Organic Egyptian Cotton,,,,,,0.0,shopify,12,deny,manual,19.00,,true,true,,,,,BBW-BLUSH-1-3M,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890272.jpg?v=1658699675,2,"Newborn crossover bodysuit in dusty blush organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890269.jpg?v=1658500618,kg,,111.28,,,,
newborn-baby-bodysuit-wrapover-dusty-blush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890283.jpg?v=1658699675,3,"Newborn crossover bodysuit in dusty blush organic Egyptian cotton, lifestyle view",,,,,,,,,,,,,,,,,,,,,,,,,,
newborn-kimono-jumpsuit-dusky-blue,"Newborn Kimono Sleepsuit — Organic Egyptian Cotton, Dusky Blue","<p>The softest start — comfortable all day long.</p>

<p>This Kimono Sleepsuit is crafted from 100% organic Egyptian cotton, designed especially for newborns. The wrap-front kimono style allows dressing without pulling fabric over delicate heads — ideal for those first precious weeks.</p>

<p>Secured with soft side tie fastenings, the sleepsuit wraps gently around your baby for a comfortable fit. Snap poppers along the inner leg and crotch make nappy changes simple and practical. Fold-over mitten cuffs keep little hands warm and protected, while full-length legs with ribbed cuffs ensure toes stay cosy.</p>

<p>Lightweight yet comforting, the extra-long staple Egyptian cotton regulates temperature naturally, helping babies stay comfortable without overheating. Gets softer with every wash.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Wrap-front kimono design — no pulling over head</li>
<li>Soft tie fastenings for easy dressing</li>
<li>Snap poppers for quick nappy changes</li>
<li>Fold-over mitten cuffs</li>
<li>Full-length legs with ribbed cuffs</li>
<li>Naturally temperature regulating</li>
<li>GOTS certified organic</li>
</ul>

<p>In our calming Dusky Blue. Perfect for hospital bags, coming-home outfits and thoughtful newborn gifts.</p>",Caico Cotton,Uncategorized,"","jumpsuit, kimono, newborn, Newborn Essentials, organic egyptian cotton",true,Size,NB,,Material,100% Organic Egyptian Cotton,,,,,KIM-BLUE-NB,0.0,shopify,47,deny,manual,22.00,,true,true,,,,,KIM-BLUE-NB,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/Generated_Image_February_27_2026_-_2_31PM_jpg.jpg?v=1775044666,1,"",false,Newborn Kimono Sleepsuit Dusky Blue — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton newborn kimono sleepsuit in Dusky Blue. Wrap-front, fold-over mittens. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890582.jpg?v=1775044666,kg,,143.28,true,,,active
newborn-kimono-jumpsuit-dusky-blue,,,,,,,,,1-3M,,,100% Organic Egyptian Cotton,,,,,KIM-BLUE-1-3M,0.0,shopify,37,deny,manual,22.00,,true,true,,,,,KIM-BLUE-1-3M,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890582.jpg?v=1775044666,2,"Newborn kimono sleepsuit in dusky blue organic Egyptian cotton, front view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890582.jpg?v=1775044666,kg,,143.28,,,,
newborn-kimono-jumpsuit-dusky-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890584.jpg?v=1775044666,3,"Newborn kimono sleepsuit in dusky blue organic Egyptian cotton, lifestyle view",,,,,,,,,,,,,,,,,,,,,,,,,,
newborn-kimono-jumpsuit-dusky-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890585.jpg?v=1775044666,4,"Newborn kimono sleepsuit in dusky blue organic Egyptian cotton, flat lay view",,,,,,,,,,,,,,,,,,,,,,,,,,
newborn-kimono-jumpsuit-dusky-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890588.jpg?v=1775044666,5,"Newborn kimono sleepsuit in dusky blue organic Egyptian cotton, close-up view",,,,,,,,,,,,,,,,,,,,,,,,,,
newborn-kimono-jumpsuit-dusty-blush,"Newborn Kimono Sleepsuit — Organic Egyptian Cotton, Dusty Blush","<p>The softest start — comfortable all day long.</p>

<p>This Kimono Sleepsuit is crafted from 100% organic Egyptian cotton, designed especially for newborns. The wrap-front kimono style allows dressing without pulling fabric over delicate heads — ideal for those first precious weeks.</p>

<p>Secured with soft side tie fastenings, the sleepsuit wraps gently around your baby for a comfortable fit. Snap poppers along the inner leg and crotch make nappy changes simple and practical. Fold-over mitten cuffs keep little hands warm and protected, while full-length legs with ribbed cuffs ensure toes stay cosy.</p>

<p>Lightweight yet comforting, the extra-long staple Egyptian cotton regulates temperature naturally, helping babies stay comfortable without overheating. Gets softer with every wash.</p>

<p><strong>Why Parents Love It</strong></p>
<ul>
<li>100% Organic Egyptian Cotton</li>
<li>Wrap-front kimono design — no pulling over head</li>
<li>Soft tie fastenings for easy dressing</li>
<li>Snap poppers for quick nappy changes</li>
<li>Fold-over mitten cuffs</li>
<li>Full-length legs with ribbed cuffs</li>
<li>Naturally temperature regulating</li>
<li>GOTS certified organic</li>
</ul>

<p>In our gentle Dusty Blush. Perfect for hospital bags, coming-home outfits and thoughtful newborn gifts.</p>",Caico Cotton,Uncategorized,"","jumpsuit, kimono, newborn, Newborn Essentials, organic egyptian cotton",true,Size,NB,,Material,100% Organic Egyptian Cotton,,,,,KIM-BLUSH-NB,0.0,shopify,47,deny,manual,22.00,,true,true,,,,,KIM-BLUSH-NB,https://cdn.shopify.com/s/files/1/0559/8003/2097/files/Generated_Image_February_28_2026_-_10_12AM_jpg_c01d9005-7216-447e-95d7-562ef073beab.jpg?v=1775044789,1,"",false,Newborn Kimono Sleepsuit Dusty Blush — Organic Egyptian Cotton | Caico Cotton,"Organic Egyptian cotton newborn kimono sleepsuit in Dusty Blush. Wrap-front, fold-over mittens. GOTS certified, hypoallergenic. Free UK delivery over £50.",,,,,,,,,,,,"Machine wash at 30°C on a gentle cycle
Use a mild, non-biological detergent
Wash with similar colours
Do not bleach
Tumble dry on low heat or lay flat to dry
Iron on medium heat if needed
Do not dry clean

Egyptian cotton becomes softer with every wash. We recommend washing before first wear for maximum softness.","100% GOTS certified organic Egyptian cotton

Our fabric is woven from extra-long staple Egyptian cotton fibres (35–40mm), grown along the banks of the Nile Delta without pesticides, synthetic fertilisers or harmful chemicals.

Unlike bamboo viscose blends which undergo chemical processing, our cotton is 100% natural at every stage — from field to finished garment.

Fasteners: YKK nickel-free snaps
Certification: GOTS (Global Organic Textile Standard)
Production: Fairtrade certified factory","UK Delivery
Standard UK delivery: 2–3 working days — £3.95
Free UK delivery on orders over £50

Orders placed before 2pm on weekdays are usually dispatched the same day from our UK warehouse.

Returns
We offer a 14-day return and exchange policy. Items must be unworn, unwashed and in original condition with labels attached. Email info@caicocotton.com with your order number to start a return.

Full details at caicocotton.com/pages/shipping-and-returns",,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890545.jpg?v=1775044789,kg,,143.28,true,,,active
newborn-kimono-jumpsuit-dusty-blush,,,,,,,,,1-3M,,,100% Organic Egyptian Cotton,,,,,KIM-BLUSH-1-3M,0.0,shopify,22,deny,manual,22.00,,true,true,,,,,KIM-BLUSH-1-3M,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890545.jpg?v=1775044789,2,"Newborn kimono sleepsuit in dusty blush organic Egyptian cotton, front view",,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890545.jpg?v=1775044789,kg,,143.28,,,,
newborn-kimono-jumpsuit-dusty-blush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890546.jpg?v=1775044789,3,"Newborn kimono sleepsuit in dusty blush organic Egyptian cotton, detail view",,,,,,,,,,,,,,,,,,,,,,,,,,
newborn-kimono-jumpsuit-dusty-blush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0559/8003/2097/products/P1890550.jpg?v=1775044789,4,"Newborn kimono sleepsuit in dusty blush organic Egyptian cotton, lifestyle view",,,,,,,,,,,,,,,,,,,,,,,,,,
